647,5,17,50,255
648,15,15,15,255
649,131,74,26,255
650,25,25,25,255
651,122,65,17,255
652,18,18,18,255
653,140,83,35,255
654,32,32,32,255
655,32,4,38,255
656,4,30,32,255
657,3,12,31,255
658,44,5,26,255
659,8,22,2,255
660,36,13,5,255
661,50,26,8,255
662,51,9,9,255
663,128,53,60,255
664,99,28,37,255
665,101,35,107,255
666,66,23,70,255
667,123,60,67,255
668,72,35,39,255
669,88,112,82,255
670,51,65,48,255
671,148,24,28,255
672,98,33,126,255
673,170,62,28,255
674,60,107,0,255
675,171,0,62,255
676,255,193,155,255
677,210,164,255,255
678,87,24,2,255
679,36,81,0,255
680,117,71,5,255
681,44,50,68,255
682,85,26,8,255
683,98,70,22,255
684,55,26,13,255
685,74,12,7,255
686,17,48,78,255
687,6,63,20,255
688,47,75,62,255
689,47,75,62,255
690,76,52,26,255
691,76,52,26,255
692,47,57,84,255
693,47,57,84,255
694,29,49,12,255
695,59,63,53,255
696,22,29,20,255
697,168,168,0,255
698,13,168,116,255
699,130,69,0,255
700,130,71,0,255
701,127,70,2,255
702,30,60,119,255
703,62,77,106,255
704,214,142,100,255
705,126,178,110,255
706,93,168,190,255
707,212,110,176,255
708,124,88,38,255
709,130,96,14,255
710,130,87,7,255
711,126,92,16,255
712,104,45,99,255
713,136,98,0,255
714,32,107,52,255
715,112,112,112,255
716,91,91,91,255
717,116,116,116,255
718,107,107,107,255
719,99,99,99,255
720,81,16,0,255
721,135,168,132,255
722,125,146,167,255
723,179,149,172,255
724,162,158,114,255
725,164,126,126,255
726,32,30,26,255
727,46,26,55,255
728,138,94,43,255
729,81,81,81,255
730,124,98,65,255
731,133,35,16,255
732,133,34,16,255
733,100,96,73,255
734,87,84,72,255
735,75,73,58,255
736,120,62,62,255
737,115,69,48,255
738,99,78,39,255
739,69,92,60,255
740,62,96,84,255
741,68,83,101,255
742,83,71,102,255
743,63,63,63,255
744,41,41,40,255
745,24,24,24,255
746,73,25,18,255
747,71,37,16,255
748,69,50,13,255
749,15,70,27,255
750,14,66,69,255
751,19,37,75,255
752,70,18,71,255
753,133,35,16,255
754,133,35,16,255
755,133,35,17,255
756,133,35,17,255
757,60,94,105,255
758,64,106,118,255
759,88,110,108,255
760,72,81,87,255
761,68,54,39,255
762,55,69,26,255
763,52,97,23,255
765,26,64,26,255
766,34,34,34,255
767,25,25,25,255
768,11,11,11,255
769,24,19,19,255
770,12,22,16,255
771,15,17,27,255
772,25,13,32,255
1000,0,0,0,0
1001,2,48,50,255
1002,68,22,2,255
1003,59,45,1,255
1004,61,2,65,255
1005,45,141,153,255
1006,145,45,153,255
1007,151,146,45,255
1008,45,141,153,255
1009,145,45,153,255
1010,151,146,45,255
1011,169,169,169,255
1012,169,169,169,255
1013,45,79,22,255
1014,74,20,113,255
1015,157,97,26,255
1016,50,75,124,255
1017,172,37,49,255
1018,178,69,33,255
1019,73,194,198,255
1020,206,126,80,255
1021,71,71,71,255
1022,76,76,76,255
1023,9,33,100,255
1024,24,24,24,255
1025,161,85,49,255
1026,39,39,39,255
1027,0,0,0,0
1028,0,0,0,0
1029,127,127,127,255
1030,129,66,36,255
1031,99,144,18,255
1032,211,165,88,255
1033,102,108,126,255
1034,127,68,19,255
1035,174,131,88,255
1036,141,78,7,255
1037,161,22,22,255
1038,22,92,161,255
1039,41,136,32,255
1040,172,160,156,255
1041,84,67,33,255
1042,70,40,7,255
1043,85,80,78,255
1044,84,112,100,255
1045,105,81,55,255
1046,77,87,114,255
1047,80,100,47,255
1048,133,137,127,255
1049,61,68,60,255
1050,0,0,0,0
1051,188,118,79,255
1052,35,35,35,255
1053,2,29,51,255
1054,68,2,10,255
1055,11,47,12,255
1056,13,13,13,255
1057,209,147,34,255
1058,82,59,15,255
1059,110,140,199,255
1060,162,177,205,255
1061,139,152,203,255
1062,139,152,204,255
1063,140,154,204,255
1064,64,158,177,255
1065,199,165,70,255
1066,191,148,38,255
1067,191,157,66,255
1068,185,147,52,255
1069,0,0,0,0
1070,152,160,147,255
1071,203,125,21,255
1072,60,181,23,255
1073,125,178,219,255
1074,200,61,63,255
1075,95,56,39,255
1076,59,90,48,255
1077,38,72,95,255
1078,97,54,76,255
1079,215,100,47,255
1080,215,100,47,255
1081,147,42,15,255
1082,22,87,1,255
1083,181,147,88,255
1084,154,96,147,255
1085,197,162,40,255
1086,86,165,110,255
1087,0,0,0,0
1088,177,177,177,255
1089,229,229,229,255
1090,136,136,136,255
1091,191,191,191,255
1092,74,74,74,255
1093,155,90,63,255
1094,0,0,0,0
1095,0,0,0,0
1096,199,155,104,255
1097,121,121,121,255
1098,201,177,144,255
1099,171,74,56,255
1100,170,73,55,255
1101,110,43,11,255
1102,67,59,11,255
1103,125,77,73,255
1104,37,52,97,255
1105,134,65,13,255
1106,179,176,155,255
1107,149,147,134,255
1108,113,111,96,255
1109,173,115,115,255
1110,169,124,103,255
1111,165,144,105,255
1112,126,149,117,255
1113,126,161,148,255
1114,124,139,157,255
1115,133,122,153,255
1116,93,93,93,255
1117,46,46,46,255
1118,21,21,21,255
1119,89,3,13,255
1120,89,29,3,255
1121,78,60,2,255
1122,14,62,16,255
1123,3,65,67,255
1124,3,38,67,255
1125,79,3,89,255
1126,122,122,123,255
1127,128,127,127,255
1128,170,73,55,255
1129,170,73,55,255
1130,172,75,56,255
1131,172,75,56,255
1132,20,131,140,255
1133,0,0,0,0
1134,0,0,0,0
1135,0,0,0,0
1136,152,186,197,255
1137,176,194,192,255
1138,155,197,209,255
1139,151,160,166,255
1140,86,95,94,255
1141,72,92,99,255
1142,143,153,186,255
1143,105,81,56,255
1144,83,106,34,255
1145,78,153,29,255
1146,0,0,0,0
1147,0,0,0,0
1148,0,0,0,0
1149,0,0,0,0
1150,60,142,56,255
1151,165,131,55,255
1152,0,0,0,0
1153,0,0,0,0
1154,157,198,252,255
1155,35,26,24,255
1156,78,70,70,255
1157,58,73,64,255
1158,60,63,77,255
1159,76,59,84,255
1160,0,0,0,0
1161,0,0,0,255
1162,0,0,0,255
1163,0,0,0,255
1164,0,0,0,255
1165,0,0,0,255
1500,0,0,0,0
1501,0,0,0,0
1502,0,0,0,0
1503,0,0,0,0
1504,0,0,0,0
1505,0,0,0,0
1506,0,0,0,0
1507,0,0,0,0
1508,0,0,0,0
1509,0,0,0,0
1510,0,0,0,0
1511,0,0,0,0
1512,0,0,0,0
1513,0,0,0,0
1514,0,0,0,0
1515,0,0,0,0
1516,0,0,0,0
1517,0,0,0,0
1518,0,0,0,0
1519,0,0,0,0
1520,0,0,0,0
1521,0,0,0,0
1522,0,0,0,0
1523,0,0,0,0
1524,0,0,0,0
1525,0,0,0,0
1526,0,0,0,0
1527,0,0,0,0
1528,0,0,0,0
1529,0,0,0,0
1530,0,0,0,0
1531,0,0,0,0
1532,0,0,0,0
1533,0,0,0,0
1534,0,0,0,0
1535,0,0,0,0
1536,0,0,0,0
1537,0,0,0,0
1538,0,0,0,0
1539,0,0,0,0
1540,0,0,0,0
1541,0,0,0,0
1542,0,0,0,0
1543,0,0,0,0
1544,0,0,0,0
1545,0,0,0,0
1546,0,0,0,0
1547,0,0,0,0
1548,0,0,0,0
1549,0,0,0,0
1560,0,0,0,0
1561,0,0,0,0
1562,0,0,0,0
1563,0,0,0,0
1564,0,0,0,0
1565,0,0,0,0
1566,0,0,0,0
1567,0,0,0,0
1568,0,0,0,0
1580,0,0,0,0
1581,0,0,0,0
1582,0,0,0,0
1583,0,0,0,0
1584,0,0,0,0
1585,0,0,0,0
1586,0,0,0,0
1587,0,0,0,0
1588,0,0,0,0
1589,0,0,0,0
1590,0,0,0,0
1591,0,0,0,0
1592,0,0,0,0
1593,0,0,0,0
1594,0,0,0,0
1595,0,0,0,0
1596,0,0,0,0
1597,0,0,0,0
1598,0,0,0,0
1599,0,0,0,0
1600,0,0,0,0
1601,0,0,0,0
1602,0,0,0,0
1603,0,0,0,0
1604,0,0,0,0
1605,0,0,0,0
1606,0,0,0,0
1607,0,0,0,0
1608,0,0,0,0
1609,0,0,0,0
1610,0,0,0,0
1611,0,0,0,0
1612,0,0,0,0
1613,0,0,0,0
1614,0,0,0,0
1615,0,0,0,0
1616,0,0,0,0
1617,0,0,0,0
1618,0,0,0,0
1619,0,0,0,0
1620,0,0,0,0
1622,0,0,0,0
1623,0,0,0,0
1624,0,0,0,0
1625,0,0,0,0
1626,0,0,0,0
1627,0,0,0,0
1628,0,0,0,0
1629,0,0,0,0
1630,0,0,0,0
1631,0,0,0,0
1632,0,0,0,0
1633,0,0,0,0
1634,0,0,0,0
1635,0,0,0,0
1636,0,0,0,0
